compoundName	iupacName	cas	kegg	hmdb	pubchem	chebi	foodb	lipidmaps	molecularFormula	molecularWeight	afc_id	original_smiles	inchikey	Canonical_Smiles	contains_sugars	contains_ring_sugars	contains_linear_sugars	number_of_carbons	number_of_nitrogens	number_of_oxygens	number_of_rings	max_number_of_rings	min_number_of_rings	sugar_free_heavy_atom_number	sugar_free_total_atom_number	total_atom_number	bond_count	murko_framework	ertlFunctionalFragments	ertlFunctionalFragmentsPseudoSmiles	alogp	alogp2	amralogp	apol	bpol	eccentricConnectivityIndexDescriptor	fmfDescriptor	fsp3	fragmentComplexityDescriptor	numberSpiroAtoms	lipinskiRuleOf5Failures	xlogp	zagrebIndex	topoPSA	tpsaEfficiency
coproporphyrinogen III		2624-63-7	C03263	HMDB0001261	321	15439	FDB022518		C36H44N4O8	660.7579377014013	AFC000058	CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)O)N2)C)CCC(=O)O)C)CCC(=O)O)CCC(=O)O)C	NIUVHXTXUXOFEB-UHFFFAOYSA-N	C([H])([H])([H])C1=C2C([H])([H])C3=C(C([H])([H])[H])C(=C(C([H])([H])C4=C(C([H])([H])C([H])([H])C(=O)O[H])C(=C(C([H])([H])C5=C(C([H])([H])C([H])([H])C(=O)O[H])C(=C(C([H])([H])C(=C1C([H])([H])C([H])([H])C(=O)O[H])N2[H])N5[H])C([H])([H])[H])N4[H])C([H])([H])[H])N3[H])C([H])([H])C([H])([H])C(=O)O[H]	0	false	false	36	4	8	null	20	5	null	null	null	52	c1cc2[nH]c1Cc3ccc([nH]3)Cc4ccc([nH]4)Cc5ccc([nH]5)C2	{*C(=O)O[H]=4, *n(*)*=4}	{RN*(R)R=4, RC(=O)O[H]=4}	0.7439999999999978	0.5535359999999967	187.55760000000004	103.51489199999995	54.573108000000005	1354	0.2608695652173913	0.4444444444444444	6960.12	0	4	1.2160000000000002	256.0	197.31999999999996	0.2988266611578763
coumarin		91-64-5	C05851	HMDB0001218	323	28794	FDB011938		C9H6O2	146.14307744918548	AFC000059	C1=CC=C2C(=C1)C=CC(=O)O2	ZYGHJZDHTFUPRJ-UHFFFAOYSA-N	C1([H])=C([H])C2=C(C([H])=C1[H])OC(=O)C([H])=C2[H]	0	false	false	9	0	2	null	3	2	null	null	null	12	O1c2ccccc2C=CC1	{*o*=1, [c]=O=1}	{RO*R=1, [C*]=O=1}	1.1376999999999995	1.2943612899999988	45.673700000000004	21.44475799999999	9.433241999999998	108	0.5882352941176471	0.0	214.02	0	0	1.022	56.0	26.3	0.18009161871613466
gallic acid		149-91-7	C01424	HMDB0005807	370	30778	FDB000662		C7H6O5	170.11982043831767	AFC000060	C1=C(C=C(C(=C1O)O)O)C(=O)O	LNTHITQWFMADLM-UHFFFAOYSA-N	C1([H])=C(C(=C(C([H])=C1C(=O)O[H])O[H])O[H])O[H]	0	false	false	7	0	5	null	1	1	null	null	null	12	c1ccccc1	{[H]O[c]=3, *C(=O)O[H]=1}	{[H]O[C*]=3, RC(=O)O[H]=1}	-0.7213	0.5202736900000001	41.7715	20.33075799999999	7.517242000000001	110	0.3333333333333333	0.0	192.05	0	0	0.696	58.0	97.99000000000001	0.5763387958341549
octanoic acid		124-07-2	C06423	HMDB0000482	379	28837	FDB003336	LMFA01010008	C8H16O2	144.21174909065527	AFC000061	CCCCCCCC(=O)O	WWZKQHOCKIZLMA-UHFFFAOYSA-N	C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H]	0	false	false	8	0	2	null	0	0	null	null	null	9	null	{*C(=O)O[H]=1}	{RC(=O)O[H]=1}	2.7180000000000004	7.387524000000003	40.2756	26.352687999999976	18.449311999999995	111	0.0	0.875	535.02	0	0	3.018	36.0	37.3	0.2588210269545627
ornithine		70-26-8	C01602	HMDB0000214	389	18257	FDB003654	LMFA01100057	C5H12N2O2	132.16118479906024	AFC000062	C(CC(C(=O)O)N)CN	AHLPHDHHMVZTML-UHFFFAOYSA-N	C([H])([H])(C([H])([H])C([H])(C(=O)O[H])N([H])[H])C([H])([H])N([H])[H]	0	false	false	5	2	2	null	0	0	null	null	null	8	null	{*C(=O)O[H]=1, [H]N([H])[C]=2}	{RC(=O)O[H]=1, [H]N([H])[C]=2}	-1.1359999999999992	1.2904959999999983	33.2828	20.60551599999999	12.756483999999995	74	0.0	0.8	328.04	0	0	-3.307	34.0	89.33999999999999	0.6763576559160004
indole-3-acetamide		879-37-8	C02693	HMDB0029739	397	16031	FDB000937		C10H10N2O	174.1995778477792	AFC000063	C1=CC=C2C(=C1)C(=CN2)CC(=O)N	ZOAMBXDOGPRZLP-UHFFFAOYSA-N	C1([H])=C([H])C2=C(C([H])=C1[H])N([H])C([H])=C2C([H])([H])C(=O)N([H])[H]	0	false	false	10	2	1	null	3	2	null	null	null	14	c1ccc2[nH]ccc2c1	{*n(*)*=1, *C(=O)N(*)*=1}	{RN*(R)R=1, RC(=O)N(R)R=1}	-0.7153999999999998	0.5117971599999998	54.2943	27.269929999999988	11.890069999999998	147	0.391304347826087	0.1	420.03	0	0	0.07699999999999985	66.0	55.120000000000005	0.31663727911769873
dihydrolipoate		462-20-4	C02147	HMDB0012210	421	18047	FDB028855		C8H16O2S2	208.34391907673128	AFC000065	C(CCC(=O)O)CC(CCS)S	IZFHEQBZOYJLPK-UHFFFAOYSA-N	C([H])([H])(C([H])([H])C([H])([H])C(=O)O[H])C([H])([H])C([H])(C([H])([H])C([H])([H])S[H])S[H]	0	false	false	8	0	2	null	0	0	null	null	null	11	null	{*C(=O)O[H]=1, *S[H]=2}	{RC(=O)O[H]=1, RS[H]=2}	2.0741999999999994	4.3023056399999975	56.0838	32.152687999999976	23.009311999999994	152	0.0	0.875	597.04	0	0	2.4	46.0	114.89999999999999	0.5522467432339738
octanal	null	124-13-0	C01545	HMDB0001140	454	17935	FDB003339	LMFA06000028	C8H16O	128.2123441630861	AFC000067	CCCCCCCC=O	NUJGJRNETVAIRJ-UHFFFAOYSA-N	C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=O	0	false	false	8	0	1	null	0	0	null	null	null	8	null	{*[C]=O=1}	{R[C]=O=1}	2.765400000000001	7.647437160000005	39.3502	25.550687999999976	18.449311999999995	96	0.0	0.875	504.01	0	0	3.432	30.0	17.07	0.13323434795865635
hippuric acid		495-69-2	C01586	HMDB0000714	464	18089	FDB001819		C9H9NO3	179.17300784526822	AFC000068	C1=CC=C(C=C1)C(=O)NCC(=O)O	QIAFMBKCNZACKA-UHFFFAOYSA-N	C1([H])=C([H])C([H])=C(C([H])=C1[H])C(=O)N([H])C([H])([H])C(=O)O[H]	0	false	false	9	1	3	null	1	1	null	null	null	13	c1ccccc1	{*C(=O)O[H]=1, *C(=O)N(*)*=1}	{RC(=O)O[H]=1, RC(=O)N(R)R=1}	0.24120000000000053	0.058177440000000254	49.9087	25.347136999999986	12.414862999999997	159	0.2727272727272727	0.1111111111111111	328.04	0	0	0.15400000000000008	58.0	66.4	0.3708290600456596
2-aminoadipic acid		542-32-5	C00956	HMDB0000510	469	37024	FDB021812	LMFA01170098	C6H11NO4	161.15608659012517	AFC000069	C(CC(C(=O)O)N)CC(=O)O	OYIFNHCXNCRBQI-UHFFFAOYSA-N	C([H])([H])(C([H])([H])C([H])(C(=O)O[H])N([H])[H])C([H])([H])C(=O)O[H]	0	false	false	6	1	4	null	0	0	null	null	null	10	null	{*C(=O)O[H]=2, [H]N([H])[C]=1}	{RC(=O)O[H]=2, [H]N([H])[C]=1}	-0.46770000000000017	0.21874329000000017	35.9634	22.202722999999985	13.281276999999996	111	0.0	0.6666666666666666	331.05	0	0	-2.991	44.0	100.61999999999999	0.6247019603258622
2-oxo-4-methylthiobutanoate		583-92-6	C01180	HMDB0001553	473	33574	FDB030353		C5H8O3S	148.18150529029242	AFC000070	CSCCC(=O)C(=O)O	SXFSQZDSUWACKX-UHFFFAOYSA-N	C([H])([H])([H])SC([H])([H])C([H])([H])C(=O)C(=O)O[H]	0	false	false	5	0	3	null	0	0	null	null	null	8	null	{*C(=O)C(=O)O[H]=1, *S*=1}	{RSR=1, RC(=O)C(=O)O[H]=1}	0.23570000000000058	0.05555449000000027	35.3169	19.44034399999999	12.941655999999996	74	0.0	0.6	184.04	0	0	0.44	34.0	79.67	0.5382402027299198
N(1)-acetylspermidine		14278-49-0	C00612	HMDB0001276	496	17927	FDB022530		C9H21N3O	187.28289345011075	AFC000071	CC(=O)NCCCNCCCCN	MQTAVJHICJWXBR-UHFFFAOYSA-N	C([H])([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H]	0	false	false	9	3	1	null	0	0	null	null	null	12	null	{*N(*)[H]=1, *C(=O)N(*)*=1, [H]N([H])[C]=1}	{RC(=O)N(R)R=1, [H]N([H])[C]=1, RN(R)[H]=1}	-1.1475999999999993	1.3169857599999983	54.41140000000001	33.944652999999974	24.575346999999994	203	0.0	0.8888888888888888	933.04	0	0	-0.3780000000000001	48.0	67.15	0.35876770679047326
4-guanidinobutyrate		463-00-3		HMDB0003464	500	15728	FDB002246		C5H11N3O2	145.15994725227037	AFC000072	C(CC(=O)O)CN=C(N)N	TUHVEAJXIMEOSA-UHFFFAOYSA-N	C([H])([H])(C([H])([H])C(=O)O[H])C([H])([H])N=C(N([H])[H])N([H])[H]	0	false	false	5	3	2	null	0	0	null	null	null	9	null	{*C(=O)O[H]=1, *N=C(N(*)*)N(*)*=1}	{RC(=O)O[H]=1, RN=C(N(R)R)N(R)R=1}	-0.7560999999999998	0.5716872099999997	35.635000000000005	21.038722999999987	12.983276999999996	100	0.0	0.6	310.05	0	0	-0.946	38.0	101.69999999999999	0.7009677862155702
N-carbamoylputrescine		6851-51-0	C00436	HMDB0033458	502	17902	FDB011499		C5H13N3O	131.17642383235264	AFC000073	C(CCNC(=O)N)CN	YANFYYGANIYHGI-UHFFFAOYSA-N	C([H])([H])(C([H])([H])C([H])([H])N([H])C(=O)N([H])[H])C([H])([H])N([H])[H]	0	false	false	5	3	1	null	0	0	null	null	null	8	null	{*N(*)C(=O)N(*)*=1, [H]N([H])[C]=1}	{RN(R)C(=O)N(R)R=1, [H]N([H])[C]=1}	-1.022800000000001	1.046119840000002	35.4983	21.570308999999988	14.509690999999995	87	0.0	0.8	369.04	0	0	-1.2280000000000002	32.0	81.14	0.6188891842053561
malic acid		6915-15-7	C00711	HMDB0000744	525	6650	FDB008114		C4H6O5	134.08761274795367	AFC000074	C(C(C(=O)O)O)C(=O)O	BJEPYKJPYRNKOW-UHFFFAOYSA-N	C([H])([H])(C([H])(C(=O)O[H])O[H])C(=O)O[H]	0	false	false	4	0	5	null	0	0	null	null	null	8	null	{*C(=O)O[H]=2, [H]O[C]=1}	{RC(=O)O[H]=2, [H]O[C]=1}	-0.9554999999999999	0.9129802499999998	24.950300000000002	15.050758	8.475241999999998	63	0.0	0.5	124.05	0	0	-1.474	36.0	94.83	0.7075729156830183
2-phosphoglycolate		13147-57-4	C00988	HMDB0000816	529	17150	FDB030360		C2H5O6P	156.0313667581213	AFC000076	C(C(=O)O)OP(=O)(O)O	ASCFNMCAHFUBCO-UHFFFAOYSA-N	C([H])([H])(C(=O)O[H])OP(=O)(O[H])O[H]	0	false	false	2	0	6	null	0	0	null	null	null	8	null	{*C(=O)O[H]=1, *OP(=O)(O[H])O[H]=1}	{ROP(=O)(O[H])O[H]=1, RC(=O)O[H]=1}	-1.4988	2.2464014399999996	25.637900000000002	15.295965	16.778035000000003	65	0.0	0.5	97.07	0	0	-2.346	38.0	113.87	0.7300183777667766
1-aminocyclopropane-1-carboxylate		22059-21-8	C01234	HMDB0036458	535	18053	FDB030242		C4H7NO2	101.10404192610734	AFC000077	C1CC1(C(=O)O)N	PAJPWUMXBYXFCZ-UHFFFAOYSA-N	C1([H])([H])C([H])([H])C1(C(=O)O[H])N([H])[H]	0	false	false	4	1	2	null	1	1	null	null	null	7	C1CC1	{*C(=O)O[H]=1, [H]N([H])[C]=1}	{RC(=O)O[H]=1, [H]N([H])[C]=1}	-0.6322000000000001	0.39967684000000014	23.2536	14.411551000000001	7.950449	35	0.21428571428571427	0.75	154.03	0	0	-3.0540000000000003	36.0	63.31999999999999	0.6266348813007006
"5-(methylthio)-2,3-dioxopentyl phosphate"		115974-73-7	C15650	HMDB0059620	561	50604	FDB030557		C6H11O6PS	242.18803986126596	AFC000078	CSCCC(=O)C(=O)COP(=O)(O)O	HKEAOVFNWRDVAJ-UHFFFAOYSA-N	C([H])([H])([H])SC([H])([H])C([H])([H])C(=O)C(=O)C([H])([H])OP(=O)(O[H])O[H]	0	false	false	6	0	6	null	0	0	null	null	null	13	null	{*C(=O)C(*)=O=1, *OP(=O)(O[H])O[H]=1, *S*=1}	{ROP(=O)(O[H])O[H]=1, RC(=O)C(R)=O=1, RSR=1}	-1.0473	1.0968372899999999	51.86220000000001	29.23672299999998	26.575276999999996	178	0.0	0.6666666666666666	394.08	0	0	-1.564	60.0	136.01000000000002	0.5620215520057679
cytosine		71-30-7	C00380	HMDB0000630	597	16040	FDB022151		C4H5N3O	111.10216190495836	AFC000080	C1=C(NC(=O)N=C1)N	OPTASPLRGRRNAP-UHFFFAOYSA-N	C1([H])=C(N([H])[H])N([H])C(=O)N=C1[H]	0	false	false	4	3	1	null	1	1	null	null	null	8	N1=CC=CNC1	{[H]N([H])[c]=1, *n(*)*=2, [c]=O=1}	{[C*]=O=1, RN*(R)R=2, [H]N([H])[C*]=1}	-0.5269999999999999	0.2777289999999999	28.375100000000003	14.475965	7.744035000000002	54	0.46153846153846156	0.0	113.04	0	0	-0.784	36.0	67.47999999999999	0.6076910829014734
desthiobiotin		15720-25-9	C01909	HMDB0003581	643	16691	FDB023201		C10H18N2O3	214.2619137335242	AFC000084	CC1C(NC(=O)N1)CCCCCC(=O)O	AUTOLBMXDDTRRT-UHFFFAOYSA-N	C([H])([H])([H])C1([H])C([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H])N([H])C(=O)N1[H]	0	false	false	10	2	3	null	1	1	null	null	null	15	N1CNCC1	{*N(*)C(=O)N(*)*=1, *C(=O)O[H]=1}	{RN(R)C(=O)N(R)R=1, RC(=O)O[H]=1}	0.9885999999999988	0.9773299599999976	54.397	34.208273999999975	22.913725999999997	236	0.15151515151515152	0.8	879.05	0	0	0.82	68.0	78.43	0.3662698444787618
dimethylallyl diphosphate		358-72-5	C00235	HMDB0001120	647	16057	FDB022434	LMPR01010001	C5H12O7P2	246.09232628283513	AFC000085	CC(=CCOP(=O)(O)OP(=O)(O)O)C	CBIDRCWHNCKSTO-UHFFFAOYSA-N	C([H])([H])([H])C(=C([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H])C([H])([H])[H]	0	false	false	5	0	7	null	0	0	null	null	null	13	null	{[C]=[C]=1, *OP(=O)(OP(=O)(O[H])O[H])O[H]=1}	{[C]=[C]=1, ROP(=O)(OP(=O)(O[H])O[H])O[H]=1}	-0.5130999999999999	0.2632716099999999	49.6631	29.67551599999998	33.826484	163	0.0	0.6	443.09	0	0	-1.756	64.0	132.91000000000003	0.5402717576641636
"5,6-dihydrouracil"		504-07-4	C00429	HMDB0000076	649	15901	FDB030556		C4H6N2O2	114.10280437931756	AFC000086	C1CNC(=O)NC1=O	OIVLITBTBDPEFK-UHFFFAOYSA-N	C1([H])([H])C([H])([H])N([H])C(=O)N([H])C1=O	0	false	false	4	2	2	null	1	1	null	null	null	8	N1CNCCC1	{*C(=O)N(*)C(=O)N(*)*=1}	{RC(=O)N(R)C(=O)N(R)R=1}	-0.9120000000000001	0.8317440000000003	25.7455	14.844758	9.795241999999998	54	0.42857142857142855	0.5	140.04	0	0	-1.1600000000000001	36.0	58.2	0.5103341461898435
"2,3-butanedione"		431-03-8	C00741	HMDB0003407	650	16583	FDB011930	LMFA12000012	C4H6O2	86.08939796524555	AFC000087	CC(=O)C(=O)C	QSJXEFYPDANLFS-UHFFFAOYSA-N	C([H])([H])([H])C(=O)C(=O)C([H])([H])[H]	0	false	false	4	0	2	null	0	0	null	null	null	5	null	{*C(=O)C(*)=O=1}	{RC(=O)C(R)=O=1}	-0.5078000000000003	0.25786084000000026	21.5408	12.644758000000001	8.475241999999998	24	0.0	0.5	91.02	0	0	-0.16400000000000003	22.0	34.14	0.3968070425855826
diethyl hydrogen phosphate		598-02-7	C06608	HMDB0012209	654	27708	FDB028854		C4H11O4P	154.10167321951315	AFC000088	CCOP(=O)(O)OCC	UCQFCFPECQILOL-UHFFFAOYSA-N	C([H])([H])([H])C([H])([H])OP(=O)(O[H])OC([H])([H])C([H])([H])[H]	0	false	false	4	0	4	null	0	0	null	null	null	8	null	{*OP(=O)(O*)O[H]=1}	{ROP(=O)(OR)O[H]=1}	-0.062200000000000005	0.0038688400000000006	33.6503	21.212722999999986	24.295276999999995	68	0.0	1.0	289.05	0	0	-0.3630000000000001	36.0	65.57000000000001	0.4256700517184923
dihydrolipoamide		3884-47-7	C00579	HMDB0000985	663	17694	FDB022352	LMFA08010019	C8H17NOS2	207.35915811002366	AFC000089	C(CCC(=O)N)CC(CCS)S	VLYUGYAKYZETRF-UHFFFAOYSA-N	C([H])([H])(C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])([H])C([H])(C([H])([H])C([H])([H])S[H])S[H]	0	false	false	8	1	1	null	0	0	null	null	null	11	null	{*C(=O)N(*)*=1, *S[H]=2}	{RS[H]=2, RC(=O)N(R)R=1}	1.471999999999999	2.166783999999997	57.906000000000006	33.11748099999997	23.442518999999994	152	0.0	0.875	652.04	0	0	1.672	46.0	120.69	0.582831867596978
dihydroxyacetone phosphate		57-04-5	C00111	HMDB0001473	668	16108	FDB001618		C3H7O6P	170.05798416256084	AFC000090	C(C(=O)COP(=O)(O)O)O	GNGACRATGGDKBX-UHFFFAOYSA-N	C([H])([H])(C(=O)C([H])([H])OP(=O)(O[H])O[H])O[H]	0	false	false	3	0	6	null	0	0	null	null	null	9	null	{*C(*)=O=1, [H]O[C]=1, *OP(=O)(O[H])O[H]=1}	{ROP(=O)(O[H])O[H]=1, RC(R)=O=1, [H]O[C]=1}	-1.9714999999999998	3.8868122499999993	31.0414	18.389550999999994	18.964449000000002	85	0.0	0.6666666666666666	166.07	0	0	-3.1180000000000003	42.0	113.87	0.6698313129540661
"1,4-dihydroxy-2-naphthoate"		31519-22-9	C03657		671	18094	FDB030191		C11H8O4	204.17924060555185	AFC000091	C1=CC=C2C(=C1)C(=CC(=C2O)C(=O)O)O	VOJUXHHACRXLTD-UHFFFAOYSA-N	C1([H])=C([H])C2=C(C([H])=C(C(=C2C([H])=C1[H])O[H])C(=O)O[H])O[H]	0	false	false	11	0	4	null	3	2	null	null	null	16	c1ccc2ccccc2c1	{[H]O[c]=2, *C(=O)O[H]=1}	{[H]O[C*]=2, RC(=O)O[H]=1}	0.3862	0.14915044	58.36300000000001	27.90234399999999	9.703655999999997	166	0.43478260869565216	0.0	366.04	0	0	1.336	78.0	77.76	0.3810975259816632
dopamine		51-61-6	C03758	HMDB0000073	681	18243	FDB012163		C8H11NO2	153.17874852856238	AFC000092	C1=CC(=C(C=C1CCN)O)O	VYFYYTLLBUKUHU-UHFFFAOYSA-N	C1([H])=C(C([H])([H])C([H])([H])N([H])[H])C([H])=C(C(=C1[H])O[H])O[H]	0	false	false	8	1	2	null	1	1	null	null	null	11	c1ccccc1	{[H]O[c]=2, [H]N([H])[C]=1}	{[H]O[C*]=2, [H]N([H])[C]=1}	-0.33550000000000046	0.1125602500000003	46.635600000000004	24.11872299999998	11.365276999999995	113	0.2727272727272727	0.25	374.03	0	0	0.04999999999999993	50.0	66.48	0.43428562570428786
glycerol		56-81-5	C00116	HMDB0000131	753	17754	FDB000756		C3H8O3	92.09394850367855	AFC000098	C(C(CO)O)O	PEDCQBHIVMGVHV-UHFFFAOYSA-N	C([H])([H])(C([H])(C([H])([H])O[H])O[H])O[H]	0	false	false	3	0	3	null	0	0	null	null	null	5	null	{[H]O[C]=3}	{[H]O[C]=3}	-1.4080999999999997	1.9827456099999992	20.5161	13.020344000000001	8.745655999999997	29	0.0	1.0	139.03	0	0	-1.8800000000000001	20.0	60.69	0.6593346128870071
histidinol		501-28-0	C00860	HMDB0003431	776	16255	FDB023173		C6H11N3O	141.171278221489	AFC000104	C1=C(NC=N1)CC(CO)N	ZQISRDCJNBUVMM-UHFFFAOYSA-N	C([H])([H])(C([H])(C([H])([H])O[H])N([H])[H])C1=C([H])N=C([H])N1[H]	0	false	false	6	3	1	null	1	1	null	null	null	10	n1cc[nH]c1	{*n(*)*=2, [H]O[C]=1, [H]N([H])[C]=1}	{RN*(R)R=2, [H]O[C]=1, [H]N([H])[C]=1}	-2.3357	5.45549449	39.501200000000004	21.996722999999985	13.345276999999996	95	0.23809523809523808	0.5	351.04	0	0	-1.4200000000000004	44.0	70.64	0.5006725768759837
hydroxymethylpyrimidine		73-67-6	C01279		777	16892	FDB030912		C6H9N3O	139.1553967138374	AFC000105	CC1=NC=C(C(=N1)N)CO	VUTBELPREDJDDH-UHFFFAOYSA-N	C([H])([H])([H])C1=NC(=C(C([H])=N1)C([H])([H])O[H])N([H])[H]	0	false	false	6	3	1	null	1	1	null	null	null	10	n1cnccc1	{[H]N([H])[c]=1, *n(*)*=2, [H]O[C]=1}	{RN*(R)R=2, [H]N([H])[C*]=1, [H]O[C]=1}	-0.9067000000000003	0.8221048900000005	37.8122	20.66313699999999	11.818862999999997	84	0.3157894736842105	0.3333333333333333	271.04	0	0	-1.109	46.0	70.97	0.5103018052068197
homogentisate		451-13-8	C00544	HMDB0000130	780	44747	FDB030907		C8H8O4	168.14703291518785	AFC000106	C1=CC(=C(C=C1O)CC(=O)O)O	IGMNYECMUMZDDF-UHFFFAOYSA-N	C1([H])=C(C([H])=C(C([H])([H])C(=O)O[H])C(=C1[H])O[H])O[H]	0	false	false	8	0	4	null	1	1	null	null	null	12	c1ccccc1	{[H]O[c]=2, *C(=O)O[H]=1}	{[H]O[C*]=2, RC(=O)O[H]=1}	-0.1234000000000005	0.015227560000000123	44.715199999999996	22.622343999999988	9.703655999999997	112	0.3	0.125	268.04	0	0	0.03600000000000006	56.0	77.76	0.4627407450060735
hydroxymethylbilane		73023-76-4	C01024	HMDB0001137	788	16645	FDB022446		C40H46N4O17	854.811407144329	AFC000109	C1=C(C(=C(N1)CC2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CO)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O	WDFJYRZCZIUBPR-UHFFFAOYSA-N	C([H])([H])(C([H])([H])C(=O)O[H])C1=C([H])N([H])C(=C1C([H])([H])C(=O)O[H])C([H])([H])C2=C(C([H])([H])C([H])([H])C(=O)O[H])C(=C(C([H])([H])C3=C(C([H])([H])C([H])([H])C(=O)O[H])C(=C(C([H])([H])C4=C(C([H])([H])C([H])([H])C(=O)O[H])C(=C(C([H])([H])O[H])N4[H])C([H])([H])C(=O)O[H])N3[H])C([H])([H])C(=O)O[H])N2[H])C([H])([H])C(=O)O[H]	0	false	false	40	4	17	null	4	4	null	null	null	64	c1c[nH]c(c1)Cc2ccc([nH]2)Cc3ccc([nH]3)Cc4ccc[nH]4	{*C(=O)O[H]=8, *n(*)*=4, [H]O[C]=1}	{RN*(R)R=4, RC(=O)O[H]=8, [H]O[C]=1}	-3.229300000000001	10.428378490000007	214.9486	119.10647799999998	60.591522000000005	2053	0.21495327102803738	0.4	8440.21	0	4	-2.5340000000000003	308.0	366.74999999999994	0.42930597899680834
3-(imidazol-4-yl)-2-oxopropyl dihydrogen phosphate		99979-59-6	C01267	HMDB0012236	792	16426	FDB028879		C6H9N2O5P	220.12007484707902	AFC000111	C1=C(NC=N1)CC(=O)COP(=O)(O)O	YCFFMSOLUMRAMD-UHFFFAOYSA-N	C([H])([H])(C1=C([H])N=C([H])N1[H])C(=O)C([H])([H])OP(=O)(O[H])O[H]	0	false	false	6	2	5	null	1	1	null	null	null	14	n1cc[nH]c1	{*C(*)=O=1, *n(*)*=2, *OP(=O)(O[H])O[H]=1}	{RN*(R)R=2, ROP(=O)(O[H])O[H]=1, RC(R)=O=1}	-2.6371	6.954296410000001	48.05280000000001	26.401136999999984	23.130862999999998	179	0.21739130434782608	0.3333333333333333	347.08	0	0	-2.173	66.0	118.03	0.5364392652778388
iminoaspartic acid		79067-61-1	C05840	HMDB0001131	796	50616	FDB022443	LMFA01170110	C4H5NO4	131.08697027359452	AFC000112	C(C(=N)C(=O)O)C(=O)O	NMUOATVLLQEYHI-UHFFFAOYSA-N	C([H])([H])(C(=N[H])C(=O)O[H])C(=O)O[H]	0	false	false	4	1	4	null	0	0	null	null	null	8	null	{*C(=O)O[H]=1, *N=[C]C(=O)O[H]=1}	{RC(=O)O[H]=1, RN=[C]C(=O)O[H]=1}	-0.6539999999999998	0.42771599999999976	26.3909	14.681965	7.382035000000001	63	0.0	0.25	97.05	0	0	-0.8190000000000001	36.0	98.45	0.7514013445795013
indole		120-72-9	C00463	HMDB0000738	798	16881	FDB012008		C8H7N	117.14817565812056	AFC000113	C1=CC=C2C(=C1)C=CN2	SIKJAQJRHWYJAI-UHFFFAOYSA-N	C1([H])=C([H])C2=C(C([H])=C1[H])N([H])C([H])=C2[H]	0	false	false	8	1	0	null	3	2	null	null	null	10	c1ccc2[nH]ccc2c1	{*n(*)*=1}	{RN*(R)R=1}	0.2874000000000004	0.08259876000000022	41.9237	19.847550999999992	8.312449	70	0.5625	0.0	217.01	0	0	1.423	46.0	12.03	0.10276969959510864
indole acetaldehyde		2591-98-2	C00637		800	18086	FDB013950		C10H9NO	159.18493388691743	AFC000114	C1=CC=C2C(=C1)C(=CN2)CC=O	WHOOUMGHGSPMGR-UHFFFAOYSA-N	C1([H])=C([H])C2=C(C([H])=C1[H])N([H])C([H])=C2C([H])([H])C([H])=O	0	false	false	10	1	1	null	3	2	null	null	null	13	c1ccc2[nH]ccc2c1	{*n(*)*=1, *[C]=O=1}	{RN*(R)R=1, R[C]=O=1}	-0.06580000000000003	0.0043296400000000035	51.546699999999994	25.503136999999988	11.456862999999998	134	0.42857142857142855	0.1	352.02	0	0	1.2189999999999999	60.0	29.1	0.18294015313958242
indole-3-acetate		87-51-4	C00954	HMDB0000197	802	16411	FDB030920		C10H9NO2	175.18433881448684	AFC000115	C1=CC=C2C(=C1)C(=CN2)CC(=O)O	SEOVTRFCIGRIMH-UHFFFAOYSA-N	C1([H])=C([H])C2=C(C([H])=C1[H])N([H])C([H])=C2C([H])([H])C(=O)O[H]	0	false	false	10	1	2	null	3	2	null	null	null	14	c1ccc2[nH]ccc2c1	{*C(=O)O[H]=1, *n(*)*=1}	{RN*(R)R=1, RC(=O)O[H]=1}	-0.11319999999999997	0.012814239999999992	52.472100000000005	26.305136999999988	11.456862999999997	147	0.4090909090909091	0.1	373.03	0	0	0.8049999999999998	66.0	49.33	0.28178374314475607
