Compound	IUPAC	Alternative_names	CAS_ID	KEGG_ID	HMDB	PubChem	ChEBI_ID	FooDB	LipidMaps	Molecular_formula	Molecular_weight	Source_databases	AFC_ID	canonical_SMILES
hexadecanal		palmitaldehyde	629-80-1	C00517	HMDB0001551	984	17600	FDB003048	LMFA06000088			"CuCyc;PMID_31743449"	AFC000151	CCCCCCCCCCCCCCCC=O
palmitic acid		"palmitate;fatty acid 16:0;hexadecanoic acid"	57-10-3	C00249	HMDB0000220	985	15756	FDB031084	LMFA01010001			"CuCyc;FoodData_Central;phytochem.nal.usda;PMID_29606770;PMID_31178462;Costa de Conto et al 2011;Razig et al 2012;COCONUT"	AFC000152	CCCCCCCCCCCCCCCC(=O)O
4'-phosphopantetheine		pantetheine 4'-phosphate	2226-71-3	C01134	HMDB0001416	987	16858	FDB030470	no entry found			"CuCyc;FoodData_Central;phytochem.nal.usda;PMID_27130118;PMID_31263475;PMID_32431723;PMID_32679913"	AFC000153	CC(C)(COP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O
phosphoric acid			7664-38-2	C00009	HMDB0002142	1004	26078	FDB013380	no entry found			PMID_31934503	AFC000154	OP(=O)(O)O
phosphoenolpyruvate			138-08-9	C00074	HMDB0000263	1005	44897	FDB031112	no entry found			CuCyc	AFC000155	C=C(C(=O)O)OP(=O)(O)O
phosphocholine		phosphoryl-choline	04/04/3616	C00588	HMDB0001565	1014	18132	FDB031111	no entry found			CuCyc	AFC000156	C[N+](C)(C)CCOP(=O)(O)O
2-aminoethyl dihydrogen phosphate		"phosphoryl-ethanolamine;phosphoethanolamine"	1071-23-4	C00346	HMDB0000224	1015	17553	FDB021911	no entry found			CuCyc	AFC000157	C(COP(=O)(O)O)N
phthalic acid			88-99-3	C01606	HMDB0002107	1017	29069	FDB010566	no entry found			PMID_31934503	AFC000158	C1=CC=C(C(=C1)C(=O)O)C(=O)O
prephenic acid		prephenate	126-49-8	C00254	HMDB0012283	1028	16666	FDB028914	no entry found			CuCyc	AFC000159	C1=CC(C=CC1O)(CC(=O)C(=O)O)C(=O)O
H+		"proton;hydron"	12408-02-5	C00080	HMDB0059597	1038	15378	FDB030899	no entry found			CuCyc	AFC000160	[H+]
putrescine			110-60-1	C00134	HMDB0001414	1045	17148	FDB001494	no entry found			CuCyc	AFC000161	C(CCN)CN
pyridoxal			66-72-8	C00250	HMDB0001545	1050	17310	FDB011169	no entry found			CuCyc	AFC000162	CC1=NC=C(C(=C1O)C=O)CO
pyridoxal phosphate		pyridoxal 5'-phosphate	54-47-7	C00018	HMDB0001491	1051	18405	FDB021820	no entry found			CuCyc	AFC000163	CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O
pyridoxamine			85-87-0	C00534	HMDB0001431	1052	16410	FDB021819	no entry found			CuCyc	AFC000164	CC1=NC=C(C(=C1O)CN)CO
pyridoxamine phosphate		pyridoxamine 5'-phosphate	529-96-4	C00647	HMDB0001555	1053	18335	FDB021821	no entry found			CuCyc	AFC000165	CC1=NC=C(C(=C1O)CN)COP(=O)(O)O
pyridoxine		Vitamin B6/pyridoxine	65-23-6	C00314	HMDB0000239	1054	16709	FDB000574	no entry found			"CuCyc;FoodData_Central"	AFC000166	CC1=NC=C(C(=C1O)CO)CO
pyridoxine phosphate		pyridoxine-5'-phosphate	447-05-2	C00627	HMDB0001319	1055	28803	FDB031140	no entry found			CuCyc	AFC000167	CC1=NC=C(C(=C1O)CO)COP(=O)(O)O
dihydropyrimidine		pyrimidine-ring		no entry found	no entry found	1056	no entry found	no entry found	no entry found			CuCyc	AFC000168	C1NC=CC=N1
phosphate			14265-44-2	C00009	HMDB0001429	1061	18367	FDB013380	no entry found	O4P-3	94.97	CuCyc	AFC000169	[O-]P(=O)([O-])[O-]
quinolinic acid		"quinolinate;pyridine-2,3-dicarboxylic acid
2,3-pyridinedicarboxylic acid"	89-00-9	C03722	HMDB0000232	1066	16675	FDB031142	no entry found			CuCyc	AFC000170	C1=CC(=C(N=C1)C(=O)O)C(=O)O
dimethyl sulfide			75-18-3	C00580	HMDB0002303	1068	17437	FDB003591	no entry found			CuCyc	AFC000171	CSC
citramalate			597-44-4	C00815	HMDB0000426	1081	15584	FDB002815	no entry found			PMID_31934503	AFC000172	CC(CC(=O)O)(C(=O)O)O
thiosulfate ion		thiosulfate	14383-50-7	C00320	HMDB0000257	1084	16094	FDB034578	no entry found	O3S2-2	112.13	CuCyc	AFC000173	[O-]S(=O)(=S)[O-]
sarcosine		N-methylglycine	107-97-1	C00213	HMDB0000271	1088	15611	FDB004048	no entry found			"CuCyc;PMID_30451416"	AFC000174	CNCC(=O)O
sulfite			14265-45-3	C00094	HMDB0000240	1099	17359	FDB013391	no entry found	O3S-2	80.07	CuCyc	AFC000175	[O-]S(=O)[O-]
spermidine			124-20-9	C00315	HMDB0001257	1102	16610	FDB012039	no entry found			CuCyc	AFC000176	C(CCNCCCN)CN
spermine			71-44-3	C00750	HMDB0001256	1103	15746	FDB003225	no entry found			CuCyc	AFC000177	C(CCNCCCN)CNCCCN
succinic acid		"butanedioic acid;dihydrofumaric acid"	110-15-6	C00042	HMDB0000254	1110	15741	FDB001931	LMFA01170043			"PMID_31934503;PMID_32679913"	AFC000178	C(CC(=O)O)C(=O)O
sulfate			14808-79-8	C00059	HMDB0001448	1117	16189	FDB013392	no entry found	O4S-2	96.07	CuCyc	AFC000179	[O-]S(=O)(=O)[O-]
thiamine		"thiamin;vitamin B1"	59-43-8	C00378	HMDB0000235	1130	18385	FDB008424	no entry found	C12H17N4OS+	265.36	"CuCyc;FoodData_Central;phytochem.nal.usda"	AFC000180	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO
thiamine monophosphate		thiamin phosphate	10023-48-0	C01081	HMDB0002666	1131	9533	FDB023043	no entry found			CuCyc	AFC000181	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O
4-methyl-5-(beta-hydroxyethyl)thiazole		4-methyl-5-thiazoleethanol	137-00-8	C04294	HMDB0032985	1136	17957	FDB030512	no entry found			CuCyc	AFC000182	CC1=C(SC=N1)CCO
4-methyl-5-(2-phosphonooxyethyl)thiazole		4-methyl-5-hydroxyethylthiazole phosphate		C04327	no entry found	1137	17857	FDB030511	no entry found			CuCyc	AFC000183	CC1=C(SC=N1)CCOP(=O)(O)O
trimethyl sulfonium			676-84-6	C01008	HMDB0012295	1147	17434	FDB028920	no entry found	C3H9S+	77.17	CuCyc	AFC000184	C[S+](C)C
tryptophan			54-12-6	C00806	HMDB0030396	1148	27897	FDB002251	no entry found			"FoodData_Central;phytochem.nal.usda;Phytohub;PMID_27130118;PMID_28049426;PMID_32679913"	AFC000185	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N
tryptamine			61-54-1	C00398	HMDB0000303	1150	16765	FDB000917	no entry found			"CuCyc;phytochem.nal.usda"	AFC000186	C1=CC=C2C(=C1)C(=CN2)CCN
tyrosine			556-03-6	C01536	no entry found	1153	18186	no entry found	no entry found			"FoodData_Central;phytochem.nal.usda;PMID_27130118;PMID_30451416;PMID_31263475;PMID_32679913"	AFC000187	C1=CC(=CC=C1CC(C(=O)O)N)O
uracil			66-22-8	C00106	HMDB0000300	1174	17568	FDB006426	no entry found			CuCyc	AFC000188	C1=CNC(=O)NC1=O
uric acid		urate	69-93-2	C00366	HMDB0000289	1175	17775	FDB015350	no entry found			CuCyc	AFC000189	C12=C(NC(=O)N1)NC(=O)NC2=O
urea			57-13-6	C00086	HMDB0000294	1176	16199	FDB012174	no entry found			CuCyc	AFC000190	C(=O)(N)N
uroporphyrinogen III			1976-85-8	C01051	HMDB0001086	1179	15437	FDB031250	no entry found			CuCyc	AFC000191	C1C2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C1N5)CCC(=O)O)CC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O
valine			516-06-3	C16436	no entry found	1182	27266	FDB012740	no entry found			"FoodData_Central;phytochem.nal.usda;PMID_27130118;PMID_30451416;PMID_31263475;PMID_32431723;PMID_32679913"	AFC000192	CC(C)C(C(=O)O)N
xanthine			69-89-6	C00385	HMDB0000292	1188	17712	FDB001977	no entry found			CuCyc	AFC000193	C1=NC2=C(N1)C(=O)NC(=O)N2
isopentenyl pyrophosphate		isopentenyl diphosphate	358-71-4	C00129	HMDB0001347	1195	16584	FDB030946	LMPR01010008			"CuCyc;PMID_31263475"	AFC000194	CC(=C)CCOP(=O)(O)OP(=O)(O)O
4-hydroxy-3-methoxymandelate		vanillylmandelic acid	55-10-7	C05584	HMDB0133489	1245	20106	FDB021931	no entry found			PMID_31934503	AFC000195	COC1=C(C=CC(=C1)C(C(=O)O)O)O
2-hydroxy-2-phenylpropionic acid		"hydroxyphenylpropionic acid;atrolactic acid"	515-30-0	no entry found	no entry found	1303	50392	no entry found	no entry found			PMID_32538082	AFC000196	CC(C1=CC=CC=C1)(C(=O)O)O
azelaic acid			123-99-9	C08261	HMDB0000784	2266	48131	FDB012192	no entry found			PMID_31934503	AFC000197	C(CCCC(=O)O)CCCC(=O)O
benzylbenzoate			120-51-4	C12537	HMDB0014814	2345	41237	FDB012844	no entry found			CuCyc	AFC000198	C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2
eucalyptol		"cineole;1,8-cineole"	470-82-6	C09844	HMDB0004472	2758	27961	FDB014616	LMPR0102090019			"CuCyc;phytochem.nal.usda;Condursoa et al. 2012"	AFC000199	CC1(C2CCC(O1)(CC2)C)C
decanoic acid	decanoic acid	"capric acid;fatty acid 10:0"	334-48-5	C01571	HMDB0000511	2969	30813	FDB012027	LMFA01010010			"FoodData_Central;phytochem.nal.usda;Morais et al. 2017"	AFC000200	CCCCCCCCCC(=O)O
2,5-dihydroxybenzoic acid		gentisic acid	490-79-9	C00628	HMDB0000152	3469	17189	FDB000844	no entry found			PMID_32538082	AFC000201	C1=CC(=C(C=C1O)C(=O)O)O
kynurenic acid			492-27-3	C01717	HMDB0000715	3845	18344	FDB022200	no entry found			PMID_31934503	AFC000202	C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O
lauric acid		fatty acid 12:0	143-07-7	C02679	HMDB0000638	3893	30805	FDB003010	LMFA01010012			"FoodData_Central;phytochem.nal.usda"	AFC000203	CCCCCCCCCCCC(=O)O
naringoside		"naringenin 7-neohesperidoside;naringenin 7-rhamnoglucoside;4',5,7-trihydroxyflavanone 7-rhamnoglucoside"	10236-47-2	C09789	HMDB0002927	4441	28819	FDB011866	LMPK12140235			PMID_32538082	AFC000204	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
phylloquinone		Vitamin K1 (phylloquinone)/epoxide-1,4-diol	12001-79-5	C02059	HMDB0003555	4812	18067	FDB012357	LMPR02030028			"FoodData_Central;phytochem.nal.usda"	AFC000205	CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C
4-aminobenzoate			2906-28-7	C00568	HMDB0001392	4876	17836	FDB030487	no entry found			CuCyc	AFC000206	C1=CC(=CC=C1C(=O)[O-])N
protoporphyrin IX			553-12-8	C02191	HMDB0000241	4971	15430	FDB004277	no entry found			CuCyc	AFC000207	CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C=C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C=C
beta-D-glucopyranoside, 2-(hydroxymethyl)phenyl		"saligenin glucopyranoside;salicin"	138-52-3	C01451	HMDB0003546	5145	17814	FDB023184	no entry found			Abu-Reidah et al 2013	AFC000208	C1=CC=C(C(=C1)CO)OC2C(C(C(C(O2)CO)O)O)O
anchusin		"shikalkin;shikonine"	517-88-4	C10292	HMDB0030579	5208	140320	FDB002470	no entry found			Abu-Reidah et al 2013	AFC000209	CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C
stearic acid		"octadecanoic acid;fatty acid 18:0"	57-11-4	C01530	HMDB0000827	5281	28842	FDB031183	LMFA01010018			"FoodData_Central;phytochem.nal.usda;PMID_23153254;PMID_29606770;PMID_31178462;Costa de Conto et al 2011;Razig et al 2012;COCONUT"	AFC000210	CCCCCCCCCCCCCCCCCC(=O)O
tyramine		4-hydroxyphenethylamine	51-67-2	C00483	HMDB0000306	5610	15760	FDB000433	no entry found			CuCyc	AFC000211	C1=CC(=CC=C1CCN)O
sorbitol		"d-sorbitol;glucitol;D-glucitol"	50-70-4	C00794	HMDB0000247	5780	17924	FDB011676	no entry found			PMID_31934503	AFC000212	C(C(C(C(C(CO)O)O)O)O)O
thymidine			50-89-5	C00214	HMDB0000273	5789	17748	FDB031201	no entry found			"CuCyc;FoodData_Central;PMID_21936920;PMID_27130118;PMID_28049426;PMID_32679913"	AFC000213	CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
glucose			50-99-7	C00031	HMDB0000122	5793	4167	FDB012530	no entry found			"FoodData_Central;PMID_21936920;PMID_27130118;PMID_28049426;PMID_30451416;PMID_32679913"	AFC000214	C(C1C(C(C(C(O1)O)O)O)O)O
hydroxyproline	new		51-35-4	C01157	HMDB0000725	5810	18095	FDB013511	no entry found			phytochem.nal.usda	AFC000215	C1C(CNC1C(=O)O)O
L-cysteine			52-90-4	C00097	HMDB0000574	5862	17561	FDB012678	no entry found			CuCyc	AFC000216	C(C(C(=O)O)N)S
NADPH		reduced nicotinamide-adenine dinucleotide phosphate	53-57-6	C00005	HMDB0000221	5884	16474	FDB021909	no entry found	C21H30N7O17P3	745.4	CuCyc	AFC000217	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O
NADP+		"coenzyme II;codehydrase II;nicotinamide-adenine dinucleotide phosphate"	53-59-8	C00006	HMDB0000217	5886	18009	FDB021908	no entry found	C21H29N7O17P3+	744.4	CuCyc	AFC000218	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N
NAD+		"nadide;coenzyme I;beta-NAD"	53-84-9	C00003	HMDB0000902	5892	44215	FDB031053	no entry found	C21H27N7O14P2	663.4	CuCyc	AFC000219	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N
L-alanine			56-41-7	C00041	HMDB0000161	5950	16977	FDB000556	no entry found			"CuCyc;PMID_31934503"	AFC000220	CC(C(=O)O)N
L-serine		2-amino-3-hydroxypropanoic acid	56-45-1	C00065	HMDB0000187	5951	17115	FDB012739	LMFA01100045			CuCyc	AFC000221	C(C(C(=O)O)N)O
ATP			56-65-5	C00002	HMDB0000538	5957	15422	FDB030683	no entry found			CuCyc	AFC000222	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N
aspartic acid		"aspartate;L-aspartic acid;L-aspartate"	56-84-8	C00049	HMDB0000191	5960	17053	FDB012567	no entry found			"CuCyc;FoodData_Central;phytochem.nal.usda;PMID_20566864;PMID_28049426;PMID_31263475;PMID_32431723;PMID_32679913;Erhirhie and Ekene 2013"	AFC000223	C(C(C(=O)O)N)C(=O)O
L-lysine			56-87-1	C00047	HMDB0000182	5962	18019	FDB000474	no entry found			"CuCyc;PMID_31934503"	AFC000224	C(CCN)CC(C(=O)O)N
sucrose			57-50-1	C00089	HMDB0000258	5988	17992	FDB001131	no entry found			"CuCyc;FoodData_Central;PMID_20566864;PMID_21936920;PMID_27130118;PMID_28049426;PMID_30451416;PMID_31934503;PMID_32679913"	AFC000225	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O
progesterone			57-83-0	C00410	HMDB0001830	5994	17026	FDB001871	LMST02030159			CuCyc	AFC000226	CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
cholesterol			57-88-5	C00187	HMDB0000067	5997	16113	FDB013269	LMST01010001			CuCyc	AFC000227	CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C
ADP			58-64-0	C00008	HMDB0001341	6022	16761	FDB021817	no entry found			CuCyc	AFC000228	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N
alpha-D-xylopyranose			6763-34-4	C01394	HMDB0000098	6027	28518	FDB005944	no entry found			CuCyc	AFC000229	C1C(C(C(C(O1)O)O)O)O
uridine			58-96-8	C00299	HMDB0000296	6029	16704	FDB007411	no entry found			CuCyc	AFC000230	C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O
uridine-5'-monophosphate		uridine-5'-phosphate	58-97-9	C00105	HMDB0000288	6030	16695	FDB007508	no entry found			CuCyc	AFC000231	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O
uridine-5'-diphosphate		UDP	58-98-0	C00015	HMDB0000295	6031	17659	FDB031236	no entry found			CuCyc	AFC000232	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O
D-galactose			10257-28-0	C00124	HMDB0000143	6036	4139	FDB021787	no entry found			PMID_28049426	AFC000233	C(C1C(C(C(C(O1)O)O)O)O)O
levodopa		L-dopa	59-92-7	C00355	HMDB0000181	6047	15765	FDB000567	no entry found			CuCyc	AFC000234	C1=CC(=C(C=C1CC(C(=O)O)N)O)O
2-phenylethanol		phenethyl alcohol	60-12-8	C05853	HMDB0033944	6054	49000	FDB012152	no entry found			"phytochem.nal.usda;Condursoa et al. 2012;Yajima et al 1985;COCONUT"	AFC000235	C1=CC=C(C=C1)CCO
L-tyrosine			60-18-4	C00082	HMDB0000158	6057	17895	FDB000446	no entry found			"CuCyc;phytochem.nal.usda;PMID_31934503"	AFC000236	C1=CC(=CC=C1CC(C(=O)O)N)O
cyclic AMP			60-92-4	C00575	HMDB0000058	6076	17489	FDB030763	no entry found			CuCyc	AFC000237	C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O
adenosine monophosphate		AMP	61-19-8	C00020	HMDB0000045	6083	16027	FDB030677	no entry found			CuCyc	AFC000238	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N
L-leucine			61-90-5	C00123	HMDB0000687	6106	15603	FDB001946	no entry found			"CuCyc;PMID_31934503"	AFC000239	CC(C)CC(C(=O)O)N
androst-4-en-3,17-dione		androstenedione	63-05-8	C00280	HMDB0000053	6128	16422	FDB030678	LMST02020007			CuCyc	AFC000240	CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4=O)C
CMP			63-37-6	C00055	HMDB0000095	6131	17361	FDB030746	no entry found			CuCyc	AFC000241	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O
CDP			63-38-7	C00112	HMDB0001546	6132	17239	no entry found	no entry found			CuCyc	AFC000242	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O
uridine 5'-triphosphate		UTP	63-39-8	C00075	HMDB0000285	6133	15713	FDB031251	no entry found			CuCyc	AFC000243	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
lactose			63-42-3	C00243	HMDB0041627	6134	36218	FDB001145	no entry found			CuCyc	AFC000244	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O
L-methionine			63-68-3	C00073	HMDB0000696	6137	16643	FDB012683	no entry found			"CuCyc;PMID_27130118;PMID_31934503"	AFC000245	CSCCC(C(=O)O)N
L-phenylalanine			63-91-2	C00079	HMDB0000159	6140	17295	FDB004940	no entry found			"CuCyc;phytochem.nal.usda;PMID_31934503"	AFC000246	C1=CC=C(C=C1)CC(C(=O)O)N
cytidine			65-46-3	C00475	HMDB0000089	6175	17562	FDB021809	no entry found			CuCyc	AFC000247	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
cytidine-5'-triphosphate		CTP	65-47-4	C00063	HMDB0000082	6176	17677	FDB012833	no entry found			CuCyc	AFC000248	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
hexanal			66-25-1	no entry found	HMDB0005994	6184	88528	FDB008068	LMFA06000109			"phytochem.nal.usda;PMID_17002453;PMID_31263475;PMID_31743449;Guler et al. 2014;Kim et al 2009;Liu et al 2018;Yajima et al 1985;COCONUT"	AFC000249	CCCCCC=O
D-mannitol			69-65-8	C00392	HMDB0000765	6251	16899	FDB001982	no entry found			CuCyc	AFC000250	C(C(C(C(C(CO)O)O)O)O)O
maltose		beta-maltose	69-79-4	"C00208;C01971"	no entry found	6255	18147	FDB001193	no entry found			FoodData_Central	AFC000251	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O
L-ornithine		"(S)-2,5-diaminopentanoic acid;(S)-2,5-diaminovaleric acid"	70-26-8	C00077	HMDB0000214	6262	15729	FDB030969	no entry found			CuCyc	AFC000252	C(CC(C(=O)O)N)CN
L-asparagine			70-47-3	C00152	HMDB0000168	6267	17196	FDB000787	no entry found			"CuCyc;PMID_31934503"	AFC000253	C(C(C(=O)O)N)C(=O)N
histidine		L-histidine	71-00-1	C00135	HMDB0000177	6274	15971	FDB011856	no entry found			"CuCyc;FoodData_Central;phytochem.nal.usda;PMID_30451416;PMID_31934503"	AFC000254	C1=C(NC=N1)CC(C(=O)O)N
1-pentanol		"pentan-1-ol;amyl alcohol"	71-41-0	C16834	HMDB0013036	6276	44884	FDB008230	LMFA05000112			"phytochem.nal.usda;PMID_17002453;PMID_31743449;Condursoa et al. 2012;Guler et al. 2014;Kim et al 2009;Yajima et al 1985;COCONUT"	AFC000255	CCCCCO
L-valine			72-18-4	C00183	HMDB0000883	6287	16414	FDB004905	no entry found			"CuCyc;phytochem.nal.usda;PMID_31934503"	AFC000256	CC(C)C(C(=O)O)N
L-threonine			72-19-5	C00188	HMDB0000167	6288	16857	FDB011999	no entry found			"CuCyc;phytochem.nal.usda;PMID_31934503"	AFC000257	CC(C(C(=O)O)N)O
L-tryptophan			73-22-3	C00078	HMDB0000929	6305	16828	FDB002250	no entry found			"CuCyc;PMID_31934503"	AFC000258	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N
L-isoleucine			73-32-5	C00407	HMDB0000172	6306	17191	FDB012397	no entry found			"CuCyc;phytochem.nal.usda;PMID_27130118"	AFC000259	CCC(C)C(C(=O)O)N
L-arginine			74-79-3	C00062	HMDB0000517	6322	16467	FDB002257	no entry found			"CuCyc;PMID_17995749;PMID_31934503"	AFC000260	C(CC(C(=O)O)N)CN=C(N)N
ethylene			74-85-1	C06547	HMDB0029594	6325	18153	FDB010096	no entry found			CuCyc	AFC000261	C=C
quinic acid		L-quinate	77-95-2	C00296	HMDB0003072	6508	17521	FDB001170	no entry found			"CuCyc;PMID_32679913"	AFC000262	C1C(C(C(CC1(C(=O)O)O)O)O)O
linalool			78-70-6	C03985	HMDB0036100	6549	17580	FDB014940	no entry found			Condursoa et al. 2012	AFC000263	CC(=CCCC(C)(C=C)O)C
isobutyraldehyde		"2-methylpropanal;propanal, 2-methyl-;isobutanal;isobutylaldehyde"	78-84-2	C03219	HMDB0031243	6561	48943	FDB003271	no entry found			"PMID_21384347;Kim et al 2009"	AFC000264	CC(C)C=O
butan-2-one		methyl ethyl ketone	78-93-3	C02845	HMDB0000474	6569	28398	FDB030703	LMFA12000043			CuCyc	AFC000265	CCC(=O)C
but-1-en-3-one		methyl vinyl ketone	78-94-4	C20701	HMDB0061873	6570	48058	FDB007029	LMFA12000018			CuCyc	AFC000266	CC(=O)C=C
acrylamide		2-propenamide	79-06-1	C01659	HMDB0004296	6579	28619	FDB008308	no entry found			CuCyc	AFC000267	C=CC(=O)N
pantothenic acid		"(R)-pantothenate;D-pantothenic acid;vitamin B5"	79-83-4	C00864	HMDB0000210	6613	29032	FDB008322	no entry found			"CuCyc;FoodData_Central;phytochem.nal.usda;PMID_31934503"	AFC000268	CC(C)(CO)C(C(=O)NCCC(=O)O)O
taurocholic acid			81-24-3	C05122	HMDB0000036	6675	28865	FDB012335	LMST05040001			PMID_31934503	AFC000269	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
thymol		2-isopropyl-5-methylphenol	89-83-8	C09908	HMDB0001878	6989	27607	FDB014795	LMPR0102090029			Condursoa et al. 2012	AFC000270	CC1=CC(=C(C=C1)C(C)C)O
gluconolactone		"D-(+)-glucono-1,5-lactone;D-glucono-1,5-lactone;fujiglucon"	90-80-2	C00198	HMDB0000150	7027	16217	FDB001245	no entry found			"CuCyc;PMID_31934503"	AFC000271	C(C1C(C(C(C(=O)O1)O)O)O)O
2-methylbutyraldehyde		2-methylbutanal	96-17-3	C02223	HMDB0031526	7284	16182	FDB008127	no entry found			"CuCyc;PMID_21384347;Kim et al 2009"	AFC000272	CCC(C)C=O
1-pentan-3-one		3-pentanone	96-22-0	no entry found	no entry found	7288	87755	FDB004343	LMFA12000001			CuCyc	AFC000273	CCC(=O)CC
5-phospho-alpha-D-ribose 1-diphosphate		"phosphoribosyl pyrophosphate;alpha-phosphoribosylpyrophosphoric acid"	7540-64-9	C00119	HMDB0000280	7339	17111	FDB021928	no entry found			CuCyc	AFC000274	C(C1C(C(C(O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O
ethyl isobutyrate		ethyl 2-methylpropanoate	97-62-1	no entry found	HMDB0031248	7342	87303	FDB003278	LMFA07010503			Condursoa et al. 2012	AFC000275	CCOC(=O)C(C)C
furfural		fur-2-aldehyde	98-01-1	C14279	HMDB0032914	7362	34768	FDB004219	no entry found			Condursoa et al. 2012	AFC000276	C1=COC(=C1)C=O
pyroglutamic acid		"5-oxoproline;pyroglutamate"	98-79-3	C01879	HMDB0000267	7405	18183	FDB014506	no entry found			"CuCyc;PMID_30451416"	AFC000277	C1CC(=O)NC1C(=O)O
acetophenone	new	"1-phenylethanone;benzoyl methide"	98-86-2	C07113	HMDB0033910	7410	27632	FDB012106	no entry found			"phytochem.nal.usda;COCONUT"	AFC000278	CC(=O)C1=CC=CC=C1
trehalose		D-(+)-trehalose	99-20-7	C01083	HMDB0000975	7427	16551	FDB031220	no entry found			"CuCyc;PMID_31934503"	AFC000279	C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O
alpha-D-mannosyl-1,3-(R1)-beta-D-mannosyl-R2				C04614	no entry found	no entry found	10263	no entry found	no entry found			CuCyc	AFC000280	X
alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-glycoprotein				C04907	no entry found	no entry found	no entry found	no entry found	no entry found			CuCyc	AFC000281	CC(=O)NC3C(O)OC(CO)C(OC2OC(CO)C(O)C(OC1(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(CO)CO)O1)C2O)C3O
